day,count,ret_ipo_mean,ret_ipo_median,ret_close_mean,ret_close_median,기관,외국인총합계,개인,금융투자,보험,투신,사모펀드,은행,연기금,기타금융기관,국가_지자체,기타법인
251,275,17.69,-16.67,-16.03,-37.91,-426.99,-31.04,671.76,-70.85,2.31,-32.13,-227.77,-17.4,12.97,-94.12,0.0,-213.73
252,274,17.53,-19.08,-16.13,-38.87,-428.84,-31.54,675.0,-71.16,2.28,-32.23,-228.66,-17.49,12.97,-94.54,0.0,-214.62
253,274,17.44,-17.66,-16.26,-39.27,-429.33,-30.76,674.98,-71.22,2.27,-32.56,-228.67,-17.53,12.94,-94.56,0.0,-214.9
254,274,17.62,-17.68,-15.97,-39.56,-429.24,-30.66,674.86,-71.19,2.26,-32.66,-228.46,-17.58,12.99,-94.6,0.0,-214.96
255,274,17.37,-17.49,-16.21,-39.68,-429.04,-31.19,675.31,-71.2,2.27,-32.58,-228.45,-17.58,13.12,-94.62,0.0,-215.09
256,274,17.37,-17.97,-16.11,-39.85,-429.32,-31.09,675.61,-71.23,2.32,-32.81,-228.42,-17.57,13.05,-94.65,0.0,-215.2
257,274,17.45,-19.29,-15.84,-40.33,-429.69,-31.51,676.66,-71.46,2.29,-32.82,-228.53,-17.57,13.15,-94.74,0.0,-215.47
258,274,17.3,-19.13,-15.93,-41.36,-430.97,-32.33,678.94,-71.57,2.25,-33.23,-229.07,-17.61,13.21,-94.95,0.0,-215.64
259,274,17.39,-19.79,-15.57,-41.39,-431.83,-32.59,680.27,-71.71,2.15,-33.48,-229.19,-17.63,13.12,-95.09,0.0,-215.86
260,274,17.61,-20.46,-15.2,-40.77,-432.55,-32.07,681.38,-71.74,2.12,-33.82,-229.47,-17.67,13.16,-95.12,0.0,-216.77
261,274,18.68,-19.83,-14.52,-39.6,-432.44,-31.09,680.33,-71.54,2.07,-33.84,-229.52,-17.71,13.24,-95.15,0.0,-216.8
262,274,17.23,-20.31,-15.51,-40.47,-433.07,-31.05,681.03,-71.59,2.03,-34.13,-229.68,-17.72,13.18,-95.16,0.0,-216.91
263,274,17.36,-19.4,-15.65,-40.93,-433.75,-30.28,681.15,-71.52,2.0,-34.51,-229.76,-17.78,13.0,-95.17,0.0,-217.12
264,274,16.97,-19.85,-15.8,-41.01,-434.22,-31.2,682.61,-71.45,1.97,-34.85,-229.72,-17.83,12.86,-95.18,0.0,-217.19
265,274,17.34,-21.39,-15.46,-41.42,-434.66,-31.36,683.33,-71.5,1.99,-35.03,-229.81,-17.86,12.84,-95.28,0.0,-217.32
266,274,16.95,-21.66,-15.45,-41.13,-435.19,-31.21,684.08,-71.78,1.96,-35.02,-229.66,-17.91,12.81,-95.58,0.0,-217.67
267,274,17.23,-19.5,-15.33,-40.92,-434.76,-30.91,683.61,-71.66,1.95,-34.84,-229.49,-17.93,12.85,-95.63,0.0,-217.94
268,274,16.89,-19.36,-15.5,-41.25,-435.06,-31.32,684.39,-71.69,1.88,-34.82,-229.75,-17.95,12.93,-95.66,0.0,-218.01
269,274,16.65,-19.79,-15.66,-41.81,-434.96,-30.38,683.31,-71.54,1.8,-34.7,-229.48,-17.94,12.89,-95.99,0.0,-217.97
270,273,16.29,-19.61,-15.96,-41.75,-435.54,-31.48,685.67,-71.87,1.75,-34.39,-229.82,-18.02,13.13,-96.32,0.0,-218.65
271,272,16.87,-17.48,-15.45,-41.93,-435.91,-31.9,687.45,-72.1,1.74,-34.3,-230.19,-17.82,13.38,-96.61,0.0,-219.64
272,272,16.73,-15.97,-15.46,-41.64,-436.03,-32.5,688.19,-72.24,1.77,-34.34,-230.09,-17.82,13.37,-96.67,0.0,-219.67
273,272,16.29,-17.07,-15.51,-42.67,-436.04,-31.82,687.6,-72.13,1.77,-34.36,-230.21,-17.82,13.43,-96.71,0.0,-219.73
274,271,14.64,-16.25,-16.79,-42.44,-434.86,-31.11,685.71,-72.42,1.74,-33.83,-230.61,-17.37,13.51,-95.87,0.0,-219.75
275,270,15.15,-16.22,-16.37,-42.56,-435.73,-28.0,683.58,-72.42,1.63,-33.66,-231.32,-17.44,13.51,-96.03,0.0,-219.85
276,270,14.81,-17.05,-16.43,-42.89,-435.61,-30.62,686.36,-72.49,1.64,-33.62,-231.21,-17.45,13.59,-96.06,0.0,-220.14
277,269,15.24,-17.08,-15.92,-42.38,-436.02,-30.68,687.56,-72.48,1.7,-33.73,-231.31,-17.51,13.67,-96.36,0.0,-220.86
278,269,15.6,-17.1,-15.59,-41.86,-435.86,-31.72,688.52,-72.38,1.73,-33.95,-231.13,-17.51,13.74,-96.36,0.0,-220.93
279,269,15.98,-17.99,-15.26,-42.61,-436.22,-30.8,688.15,-72.39,1.73,-34.3,-231.09,-17.51,13.72,-96.38,0.0,-221.13
280,269,15.81,-18.33,-15.39,-41.92,-436.66,-30.25,688.07,-72.35,1.7,-34.45,-231.35,-17.51,13.76,-96.46,0.0,-221.16
281,269,16.61,-18.39,-14.8,-41.21,-436.23,-29.64,688.21,-72.39,1.71,-34.22,-231.15,-17.5,13.81,-96.48,0.0,-222.34
282,269,16.43,-19.41,-14.96,-41.67,-436.35,-31.32,690.03,-72.3,1.69,-34.37,-231.1,-17.52,13.78,-96.54,0.0,-222.36
283,269,15.88,-20.84,-15.38,-42.44,-436.57,-31.19,690.22,-72.21,1.63,-34.62,-231.05,-17.52,13.85,-96.64,0.0,-222.46
284,269,15.42,-20.68,-15.62,-42.08,-437.0,-31.52,690.88,-72.12,1.63,-34.94,-231.25,-17.52,13.92,-96.72,0.0,-222.35
285,269,16.24,-21.67,-14.68,-41.84,-437.34,-31.49,691.38,-72.09,1.62,-35.03,-231.28,-17.53,13.79,-96.83,0.0,-222.54
286,269,16.58,-20.86,-14.57,-42.54,-438.18,-30.0,691.01,-72.0,1.64,-34.86,-231.19,-17.51,13.88,-98.14,0.0,-222.83
287,269,17.58,-20.11,-14.18,-42.53,-437.98,-30.2,691.26,-71.85,1.68,-35.0,-231.12,-17.5,13.99,-98.17,0.0,-223.07
288,269,16.79,-20.38,-14.58,-42.7,-437.97,-30.89,691.89,-71.88,1.7,-34.79,-231.17,-17.5,13.87,-98.19,0.0,-223.04
289,269,16.58,-19.93,-14.62,-41.78,-437.68,-30.47,692.15,-71.69,1.69,-34.62,-231.24,-17.52,13.94,-98.23,0.0,-224.0
290,269,16.57,-19.61,-14.6,-42.19,-437.44,-32.9,694.26,-71.54,1.65,-34.53,-231.31,-17.51,14.06,-98.25,0.0,-223.91
291,269,16.85,-19.09,-14.45,-42.59,-437.2,-33.11,694.21,-71.49,1.72,-34.34,-231.36,-17.51,14.06,-98.27,0.0,-223.9
292,269,17.05,-18.83,-14.32,-41.12,-437.21,-34.11,695.19,-71.36,1.78,-34.48,-231.13,-17.53,13.82,-98.3,0.0,-223.88
293,269,17.43,-16.57,-14.01,-41.15,-436.92,-34.97,696.16,-71.28,1.82,-34.36,-231.02,-17.53,13.9,-98.45,0.0,-224.26
294,269,17.4,-17.44,-14.01,-41.67,-436.67,-35.46,696.3,-71.14,1.89,-34.57,-230.86,-17.53,14.01,-98.47,0.0,-224.17
295,268,17.2,-17.23,-13.78,-40.79,-437.78,-35.33,698.25,-71.22,1.88,-34.51,-231.56,-17.59,14.04,-98.82,0.0,-225.13
296,267,17.52,-18.15,-13.52,-41.1,-438.75,-36.03,700.7,-71.21,1.86,-34.49,-232.33,-17.65,14.03,-98.95,0.0,-225.91
297,265,17.28,-18.93,-13.92,-42.89,-440.31,-35.1,703.14,-71.26,1.92,-34.54,-233.43,-17.72,14.33,-99.61,0.0,-227.73
298,265,17.6,-20.14,-13.29,-42.24,-440.04,-33.95,701.78,-70.95,1.96,-34.34,-233.57,-17.74,14.44,-99.83,0.0,-227.79
299,264,17.3,-19.42,-13.98,-43.16,-440.78,-36.3,703.77,-70.84,2.05,-34.45,-234.88,-17.08,13.92,-99.5,0.0,-226.68
300,263,17.92,-18.77,-13.59,-42.63,-441.97,-36.66,706.28,-70.89,2.03,-34.7,-235.75,-17.05,14.07,-99.68,0.0,-227.65
301,262,17.46,-19.86,-14.01,-43.08,-444.79,-38.0,708.56,-70.86,1.96,-35.81,-237.63,-16.58,14.01,-99.87,0.0,-225.77
302,262,17.85,-18.65,-13.67,-41.59,-444.86,-38.39,709.21,-70.48,2.0,-36.04,-238.0,-16.58,14.12,-99.87,0.0,-225.96
303,261,17.86,-19.06,-13.53,-42.83,-445.17,-37.88,709.01,-69.95,2.06,-35.83,-239.07,-16.64,14.27,-100.0,0.0,-225.95
304,260,17.87,-20.43,-14.47,-43.44,-445.01,-38.49,708.0,-69.56,2.08,-35.45,-239.46,-16.7,14.23,-100.14,0.0,-224.51
305,260,17.28,-22.44,-14.79,-44.02,-444.19,-37.56,706.3,-68.97,2.18,-35.43,-239.38,-16.7,14.25,-100.14,0.0,-224.55
306,259,15.62,-22.25,-17.18,-44.33,-443.96,-37.36,705.45,-68.64,2.21,-34.6,-240.06,-16.76,14.22,-100.33,0.0,-224.13
307,259,15.64,-21.0,-17.16,-43.66,-443.95,-37.1,705.91,-68.05,2.18,-34.81,-240.21,-16.76,14.08,-100.38,0.0,-224.85
308,257,15.81,-21.37,-17.17,-44.45,-445.06,-37.35,708.62,-68.39,2.25,-34.66,-241.13,-16.88,14.27,-100.52,0.0,-226.21
309,256,16.1,-21.28,-16.9,-44.42,-444.78,-37.44,710.06,-68.07,2.32,-34.44,-241.11,-16.95,14.29,-100.82,0.0,-227.83
310,256,16.27,-19.65,-16.83,-44.89,-445.97,-38.21,712.37,-68.19,2.3,-34.48,-241.93,-16.94,14.1,-100.83,0.0,-228.18
311,256,16.73,-18.31,-16.56,-44.9,-445.28,-37.81,711.4,-67.96,2.33,-34.33,-241.71,-16.95,14.19,-100.85,0.0,-228.31
312,255,15.78,-17.72,-18.31,-44.83,-450.3,-37.25,712.5,-71.98,2.42,-35.32,-241.92,-16.64,13.74,-100.6,0.0,-224.95
313,254,16.46,-18.89,-18.37,-44.91,-451.09,-38.43,714.47,-72.02,2.48,-35.3,-242.54,-16.7,13.84,-100.84,0.0,-224.95
314,253,16.08,-20.29,-18.79,-45.09,-450.67,-35.92,711.92,-72.05,2.5,-35.43,-242.41,-16.76,13.66,-100.18,0.0,-225.32
315,253,15.58,-20.72,-18.9,-45.87,-451.37,-36.86,714.56,-71.97,2.42,-35.54,-242.92,-16.75,13.64,-100.23,0.0,-226.33
316,252,15.74,-19.87,-19.05,-46.02,-450.89,-36.53,714.72,-72.05,2.55,-35.57,-243.37,-16.81,13.78,-99.42,0.0,-227.3
317,251,15.05,-21.73,-19.73,-46.43,-451.2,-34.84,715.51,-72.25,2.61,-35.6,-243.72,-16.78,13.91,-99.37,0.0,-229.47
318,249,15.1,-19.36,-19.7,-45.41,-451.59,-35.24,718.14,-72.29,2.66,-35.46,-244.34,-16.91,13.99,-99.23,0.0,-231.31
319,249,15.28,-19.76,-19.51,-45.93,-451.13,-34.87,717.39,-72.17,2.68,-35.47,-244.11,-16.9,14.08,-99.24,0.0,-231.39
320,248,15.3,-19.21,-19.66,-46.53,-450.63,-34.61,715.62,-72.15,2.78,-35.33,-244.14,-16.69,14.31,-99.41,0.0,-230.37
321,248,16.27,-16.66,-19.17,-45.08,-450.36,-34.22,715.03,-72.16,2.83,-35.13,-244.25,-16.69,14.48,-99.43,0.0,-230.44
322,248,16.22,-20.16,-19.14,-45.69,-450.59,-32.42,714.29,-72.29,2.91,-35.24,-244.28,-16.69,14.42,-99.43,0.0,-231.28
323,248,15.18,-19.35,-20.07,-44.76,-450.96,-34.56,717.04,-72.48,2.92,-35.33,-244.43,-16.69,14.45,-99.4,0.0,-231.52
324,248,15.68,-19.39,-19.37,-44.02,-451.04,-34.35,717.44,-72.53,2.86,-35.38,-244.39,-16.69,14.49,-99.4,0.0,-232.05
325,248,15.22,-19.53,-19.67,-43.69,-451.22,-34.99,719.33,-72.55,2.88,-35.51,-244.37,-16.69,14.43,-99.4,0.0,-233.13
326,248,15.23,-19.51,-19.73,-44.43,-451.69,-35.49,720.39,-72.81,2.88,-35.5,-244.68,-16.69,14.52,-99.41,0.0,-233.21
327,248,15.07,-19.56,-19.58,-45.16,-451.72,-35.47,720.95,-72.86,2.93,-35.58,-244.61,-16.69,14.51,-99.41,0.0,-233.75
328,248,15.43,-19.83,-19.27,-44.72,-451.41,-35.44,720.71,-72.84,2.93,-35.31,-244.48,-16.69,14.47,-99.5,0.0,-233.86
329,247,16.57,-19.75,-18.58,-44.77,-452.15,-35.51,721.82,-73.25,3.0,-35.28,-244.72,-16.78,14.76,-99.87,0.0,-234.17
330,247,15.77,-18.93,-19.32,-44.79,-452.93,-35.71,722.76,-73.45,3.02,-35.63,-244.98,-16.78,14.8,-99.89,0.0,-234.13
331,247,15.29,-17.88,-19.71,-43.93,-453.09,-35.23,722.45,-73.49,2.97,-35.67,-245.09,-16.77,14.87,-99.9,0.0,-234.14
332,247,15.13,-19.79,-19.99,-45.79,-453.28,-35.45,722.86,-73.65,2.93,-35.51,-245.26,-16.77,15.02,-100.03,0.0,-234.13
333,247,14.64,-19.97,-20.4,-46.11,-453.74,-35.37,723.38,-73.69,2.92,-35.63,-245.54,-16.76,15.03,-100.06,0.0,-234.26
334,246,14.66,-19.8,-20.22,-46.81,-454.27,-34.07,724.18,-73.95,3.03,-35.67,-245.7,-16.74,15.13,-100.36,0.0,-235.84
335,246,14.49,-19.42,-20.2,-46.74,-454.55,-33.96,724.38,-74.06,2.99,-35.83,-245.61,-16.74,15.07,-100.37,0.0,-235.87
336,246,14.27,-19.9,-20.28,-47.1,-454.64,-35.11,725.71,-74.03,2.93,-35.85,-245.56,-16.74,15.0,-100.38,0.0,-235.96
337,246,14.31,-21.22,-20.28,-46.5,-454.55,-34.68,725.19,-73.95,2.96,-35.93,-245.65,-16.74,15.17,-100.4,0.0,-235.96
338,246,15.08,-20.66,-19.94,-46.72,-454.95,-30.64,724.48,-74.07,2.98,-35.89,-245.25,-16.75,15.22,-101.18,0.0,-238.89
339,246,14.78,-21.13,-20.25,-46.94,-454.13,-29.54,722.87,-73.98,2.93,-35.58,-244.55,-16.75,15.39,-101.58,0.0,-239.2
340,246,14.75,-19.81,-20.46,-47.62,-455.09,-28.23,723.12,-73.97,2.8,-35.59,-245.04,-16.75,15.21,-101.75,0.0,-239.79
341,246,15.16,-22.49,-20.1,-48.16,-454.73,-26.69,721.32,-73.99,2.81,-35.4,-244.81,-16.74,15.18,-101.78,0.0,-239.9
342,246,14.59,-22.78,-20.51,-47.94,-454.75,-26.05,720.77,-74.4,2.77,-35.49,-244.29,-16.74,15.19,-101.78,0.0,-239.98
343,246,14.42,-23.7,-20.74,-49.13,-454.53,-25.35,720.18,-74.37,2.7,-35.51,-244.01,-16.75,15.24,-101.84,0.0,-240.3
344,246,14.84,-22.59,-20.56,-48.61,-454.51,-25.47,720.39,-74.24,2.65,-35.71,-243.93,-16.75,15.41,-101.94,0.0,-240.42
345,246,15.42,-22.8,-20.0,-48.26,-454.43,-25.7,720.77,-74.22,2.75,-35.69,-244.04,-16.75,15.54,-102.01,0.0,-240.64
346,246,15.57,-22.24,-19.81,-48.31,-452.9,-26.98,720.66,-74.47,2.83,-34.09,-243.96,-16.74,15.71,-102.17,0.0,-240.77
347,245,15.6,-21.9,-20.07,-48.82,-454.69,-27.63,724.05,-75.06,2.84,-34.2,-244.94,-16.81,16.01,-102.51,0.0,-241.73
348,245,14.84,-22.33,-20.69,-48.51,-455.22,-28.4,725.54,-75.08,2.81,-34.36,-245.3,-16.81,16.07,-102.55,0.0,-241.92
349,245,15.67,-22.48,-20.11,-48.19,-455.12,-26.87,724.1,-74.9,2.81,-34.32,-245.52,-16.81,16.3,-102.67,0.0,-242.11
350,245,15.45,-22.0,-20.13,-48.26,-455.12,-27.18,724.4,-74.88,2.86,-34.28,-245.66,-16.81,16.36,-102.7,0.0,-242.1
351,245,15.14,-22.32,-20.41,-49.04,-455.85,-27.51,725.6,-75.1,2.8,-34.51,-245.75,-16.81,16.31,-102.79,0.0,-242.23
352,244,15.41,-22.35,-20.23,-48.63,-453.59,-26.58,722.05,-75.37,2.85,-34.19,-245.98,-16.88,16.83,-100.83,0.0,-241.88
353,243,15.31,-22.29,-20.31,-47.17,-453.43,-26.47,721.65,-75.24,2.78,-34.21,-246.3,-16.95,16.8,-100.31,0.0,-241.75
354,242,15.7,-23.33,-20.01,-48.21,-454.27,-26.13,722.37,-75.05,2.71,-34.39,-246.66,-17.02,16.81,-100.68,0.0,-241.97
355,240,15.98,-20.57,-20.4,-48.2,-456.91,-25.54,724.28,-75.87,2.73,-34.6,-247.64,-17.1,16.71,-101.13,0.0,-241.83
356,240,15.66,-21.37,-20.69,-48.15,-456.81,-25.86,724.62,-75.97,2.74,-34.21,-247.83,-17.08,16.72,-101.17,0.0,-241.95
357,239,15.39,-21.93,-20.93,-48.37,-457.79,-26.16,727.22,-76.08,2.67,-34.29,-248.27,-17.15,16.96,-101.62,0.0,-243.27
358,239,15.24,-22.23,-21.01,-48.65,-458.81,-25.35,727.61,-76.29,2.69,-34.61,-248.36,-17.15,16.89,-101.98,0.0,-243.44
359,239,14.77,-23.25,-21.4,-49.2,-458.42,-21.96,730.56,-75.43,2.62,-34.63,-248.48,-17.16,16.72,-102.06,0.0,-250.17
360,238,15.63,-22.35,-20.69,-49.61,-460.96,-23.96,736.05,-76.22,2.64,-34.97,-249.16,-17.23,16.5,-102.52,0.0,-251.12
361,238,15.47,-22.32,-20.86,-49.51,-461.64,-21.6,735.84,-76.17,2.63,-35.08,-249.25,-17.23,16.33,-102.87,0.0,-252.59
362,238,16.1,-22.64,-20.24,-49.08,-462.07,-20.9,736.01,-76.33,2.63,-35.06,-249.23,-17.24,16.06,-102.89,0.0,-253.04
363,238,15.83,-23.28,-20.38,-49.42,-462.57,-21.69,738.1,-76.3,2.61,-35.21,-249.46,-17.23,15.94,-102.91,0.0,-253.84
364,237,16.57,-21.86,-19.92,-49.06,-463.21,-24.37,742.21,-76.55,2.67,-35.31,-249.62,-17.32,15.99,-103.05,0.0,-254.63
365,237,16.7,-22.45,-19.64,-50.47,-462.85,-25.5,742.95,-76.58,2.6,-35.17,-249.44,-17.32,16.11,-103.03,0.0,-254.6
366,237,16.04,-23.0,-20.14,-49.53,-462.45,-27.09,744.24,-76.43,2.58,-35.06,-249.11,-17.32,15.97,-103.06,0.0,-254.71
367,237,15.66,-22.12,-20.42,-49.25,-462.44,-27.1,744.35,-76.17,2.55,-35.17,-249.1,-17.32,15.88,-103.09,0.0,-254.81
368,236,14.84,-22.96,-21.16,-49.84,-464.92,-27.04,747.65,-76.17,2.56,-35.93,-250.1,-17.4,15.61,-103.47,0.0,-255.69
369,236,14.53,-23.35,-21.16,-48.91,-464.76,-27.06,747.68,-75.63,2.51,-35.88,-250.22,-17.4,15.42,-103.54,0.0,-255.86
370,236,15.29,-21.38,-20.45,-49.54,-463.96,-27.56,747.85,-74.74,2.48,-35.88,-250.29,-17.42,15.45,-103.54,0.0,-256.33
371,236,15.92,-21.44,-19.95,-48.1,-465.36,-28.28,749.93,-75.28,2.37,-36.02,-250.82,-17.42,15.35,-103.53,0.0,-256.29
372,236,16.69,-23.0,-19.41,-47.49,-465.19,-27.4,748.91,-75.24,2.33,-35.75,-250.89,-17.42,15.37,-103.56,0.0,-256.33
373,236,16.46,-21.58,-19.53,-47.93,-465.01,-26.85,748.2,-75.18,2.38,-35.54,-250.9,-17.42,15.24,-103.57,0.0,-256.34
374,236,16.91,-20.93,-19.33,-48.54,-465.06,-26.85,748.48,-75.5,2.37,-35.33,-250.84,-17.42,15.26,-103.59,0.0,-256.57
375,236,17.14,-20.66,-19.33,-48.03,-465.3,-25.89,748.1,-75.38,2.32,-35.4,-250.84,-17.42,15.03,-103.59,0.0,-256.91
376,236,16.89,-21.28,-19.54,-48.52,-465.93,-26.63,749.36,-75.28,2.25,-35.72,-251.03,-17.42,14.89,-103.61,0.0,-256.8
377,236,17.17,-21.26,-19.38,-47.24,-465.84,-24.68,747.56,-75.01,2.18,-35.84,-250.88,-17.42,14.83,-103.69,0.0,-257.04
378,236,19.0,-20.83,-18.0,-46.94,-465.12,-22.71,745.23,-74.56,2.15,-35.84,-250.79,-17.43,15.08,-103.72,0.0,-257.4
379,236,18.84,-20.89,-18.1,-47.63,-465.4,-23.57,746.62,-74.37,2.04,-36.1,-250.81,-17.43,15.1,-103.82,0.0,-257.65
380,235,19.72,-19.79,-17.5,-45.59,-466.03,-24.1,748.5,-74.21,2.04,-36.07,-251.55,-17.33,15.34,-104.24,0.0,-258.38
381,235,18.98,-19.49,-17.95,-46.36,-465.9,-23.68,747.83,-73.86,1.99,-36.2,-251.58,-17.33,15.33,-104.24,0.0,-258.24
382,235,19.18,-19.43,-17.67,-46.67,-465.9,-22.94,747.1,-73.13,1.98,-36.73,-251.74,-17.33,15.29,-104.24,0.0,-258.26
383,235,19.1,-17.97,-17.75,-47.48,-465.54,-23.95,747.76,-72.8,1.97,-36.73,-251.85,-17.33,15.45,-104.23,0.0,-258.28
384,235,19.1,-18.75,-17.75,-47.99,-465.04,-24.63,747.97,-72.68,1.92,-36.75,-251.61,-17.33,15.66,-104.24,0.0,-258.3
385,235,20.45,-19.17,-17.12,-46.52,-464.77,-22.98,746.13,-72.45,1.95,-36.68,-251.69,-17.33,15.69,-104.24,0.0,-258.38
386,235,20.02,-20.27,-17.32,-46.59,-464.45,-24.24,747.25,-72.06,1.92,-36.47,-252.15,-17.33,15.89,-104.24,0.0,-258.56
387,235,20.33,-20.28,-17.11,-45.11,-463.74,-24.48,746.86,-72.08,1.89,-36.52,-251.8,-17.33,16.35,-104.25,0.0,-258.63
388,234,20.47,-19.66,-17.2,-45.07,-466.63,-23.67,750.14,-72.99,1.9,-36.74,-253.23,-17.39,16.47,-104.65,0.0,-259.84
389,233,21.23,-18.35,-16.69,-44.4,-466.12,-22.49,748.27,-73.09,1.83,-36.9,-253.48,-17.22,16.45,-103.7,0.0,-259.65
390,233,20.6,-18.18,-17.22,-46.31,-466.21,-20.71,747.93,-73.0,1.81,-36.84,-253.68,-17.21,16.44,-103.73,0.0,-261.01
391,232,18.84,-18.8,-18.79,-47.13,-463.77,-25.92,749.32,-73.78,1.94,-33.72,-254.0,-16.83,16.56,-103.93,0.0,-259.64
392,231,14.36,-19.71,-20.96,-48.42,-467.96,-28.7,755.06,-76.5,1.96,-34.43,-254.23,-16.89,16.46,-104.32,0.0,-258.4
393,231,14.58,-19.68,-20.73,-48.69,-467.89,-28.33,754.61,-76.61,1.95,-34.35,-254.65,-16.9,17.0,-104.3,0.0,-258.39
394,230,14.27,-20.71,-21.0,-49.34,-467.75,-26.96,751.31,-77.34,2.06,-33.95,-254.62,-16.77,17.21,-104.33,0.0,-256.6
395,230,14.15,-20.62,-21.2,-48.49,-467.53,-30.35,754.67,-77.43,2.21,-33.7,-254.74,-16.72,17.2,-104.34,0.0,-256.79
396,230,13.78,-21.75,-21.58,-48.47,-467.2,-30.1,754.17,-77.51,2.18,-33.67,-254.31,-16.73,17.21,-104.38,0.0,-256.87
397,230,14.19,-19.64,-21.07,-48.86,-467.29,-31.38,755.61,-77.35,2.14,-34.2,-253.89,-16.73,17.19,-104.45,0.0,-256.94
398,229,10.29,-20.78,-24.82,-49.91,-470.47,-32.72,756.81,-77.74,2.05,-35.23,-255.86,-16.79,17.26,-104.16,0.0,-253.62
399,229,9.74,-20.39,-25.26,-49.11,-471.51,-33.42,758.57,-78.07,2.04,-35.5,-256.18,-16.82,17.25,-104.22,0.0,-253.63
400,228,10.32,-20.91,-24.92,-48.44,-471.81,-33.72,759.8,-78.24,2.04,-35.52,-256.24,-16.92,17.28,-104.21,0.0,-254.26
401,227,11.38,-21.43,-24.32,-48.69,-468.58,-31.86,754.29,-78.37,2.12,-34.9,-255.49,-16.98,17.78,-102.72,0.0,-253.84
402,227,11.34,-21.0,-24.25,-48.33,-468.85,-31.75,754.63,-78.53,2.14,-35.0,-255.38,-16.99,17.68,-102.77,0.0,-254.03
403,227,11.3,-22.11,-24.49,-49.53,-469.46,-33.42,757.14,-78.45,2.17,-35.25,-255.66,-16.99,17.51,-102.78,0.0,-254.26
404,227,11.08,-20.61,-24.68,-48.5,-470.03,-35.19,759.42,-78.5,2.17,-35.51,-255.79,-17.0,17.4,-102.79,0.0,-254.19
405,227,11.9,-20.11,-24.16,-48.96,-470.19,-34.87,759.31,-78.54,2.24,-35.73,-255.85,-17.01,17.53,-102.82,0.0,-254.25
406,227,11.99,-20.67,-24.32,-48.59,-470.36,-33.63,758.35,-78.61,2.2,-35.92,-255.68,-17.0,17.53,-102.88,0.0,-254.36
407,227,11.95,-20.77,-24.23,-49.04,-470.82,-33.35,758.52,-78.5,2.15,-36.54,-255.61,-17.0,17.61,-102.92,0.0,-254.36
408,227,12.35,-18.79,-23.63,-49.42,-470.66,-33.8,758.77,-78.42,2.14,-36.63,-255.45,-16.99,17.62,-102.92,0.0,-254.31
409,227,12.09,-21.13,-23.89,-49.91,-475.25,-31.1,760.27,-78.16,2.12,-36.7,-255.52,-16.99,17.42,-107.42,0.0,-253.92
410,227,11.88,-20.5,-23.97,-50.35,-475.11,-31.71,760.89,-78.14,2.06,-36.69,-255.42,-16.99,17.5,-107.42,0.0,-254.08
411,227,11.2,-20.77,-24.48,-50.7,-476.01,-32.95,763.15,-78.15,2.04,-37.05,-255.86,-16.99,17.44,-107.42,0.0,-254.19
412,227,10.82,-21.43,-24.82,-50.58,-476.73,-32.76,763.76,-78.02,2.03,-37.74,-256.02,-16.99,17.46,-107.44,0.0,-254.27
413,227,11.29,-21.47,-24.63,-48.8,-476.99,-33.43,764.69,-77.98,2.06,-37.78,-256.12,-16.99,17.27,-107.44,0.0,-254.28
414,227,11.12,-20.13,-24.78,-48.59,-477.8,-33.77,765.79,-78.16,2.08,-37.82,-256.62,-16.99,17.14,-107.42,0.0,-254.22
415,227,10.79,-21.75,-24.84,-49.21,-478.11,-34.41,766.63,-78.23,2.0,-37.95,-256.75,-17.0,17.26,-107.43,0.0,-254.1
416,226,10.92,-22.45,-24.66,-48.11,-479.61,-34.63,767.77,-78.48,2.01,-38.1,-257.48,-17.07,17.37,-107.86,0.0,-253.53
417,226,10.21,-21.68,-25.28,-48.68,-481.5,-34.75,770.0,-79.0,1.94,-38.76,-257.89,-17.07,17.16,-107.87,0.0,-253.74
418,226,10.18,-22.77,-25.36,-48.08,-482.8,-35.99,772.5,-79.2,1.9,-39.3,-258.22,-17.06,16.99,-107.89,0.0,-253.72
419,225,10.76,-20.93,-24.85,-48.49,-482.8,-35.61,773.15,-79.83,2.14,-38.78,-257.83,-17.13,17.0,-108.36,0.0,-254.75
420,224,11.63,-22.51,-24.22,-48.34,-480.29,-34.53,769.91,-78.21,2.2,-38.66,-257.59,-16.92,17.44,-108.54,0.0,-255.09
421,224,11.13,-22.3,-24.48,-49.21,-479.53,-35.0,769.64,-77.04,2.14,-38.45,-257.8,-16.92,17.08,-108.54,0.0,-255.12
422,224,10.79,-21.33,-24.81,-49.24,-478.32,-35.62,769.21,-75.45,2.12,-38.69,-257.85,-16.92,17.01,-108.53,0.0,-255.27
423,224,10.94,-22.0,-24.89,-49.84,-477.61,-36.62,769.5,-74.26,2.03,-38.77,-257.99,-16.92,16.84,-108.55,0.0,-255.26
424,224,10.66,-21.7,-25.07,-49.62,-477.3,-36.24,768.94,-73.38,2.01,-38.97,-258.36,-16.93,16.93,-108.59,0.0,-255.41
425,224,10.4,-22.78,-25.35,-50.33,-478.16,-36.49,770.02,-73.75,1.94,-38.93,-258.65,-16.93,16.77,-108.59,0.0,-255.38
426,224,11.53,-24.43,-24.66,-50.08,-477.71,-34.18,767.31,-73.09,2.0,-38.98,-258.69,-16.93,16.59,-108.59,0.0,-255.42
