코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A452400,이닉스,2024-02-01,14000.0,37100.0,11060.0,8970.0,12640.0,,165.0,-21.0,-35.9,-9.7,,-70.2,-75.8,-65.9,,2026-01-30,10790.0,-22.9,-70.9,-420.6,-431.3,-433.8,,-147.7,-152.0,-169.6,,581.3,597.5,617.9,,-68.8,-50.5,-50.7,,-3.6,-3.7,-3.7,,-40.6,-45.0,-45.0,,-266.2,-290.5,-292.7,,-3.1,-3.1,-3.1,,-4.5,-4.5,-4.5,,-33.8,-34.1,-34.1,,0.0,0.0,0.0,,-13.0,-14.2,-14.4,
A415380,스튜디오삼익,2024-02-06,6251.0,13857.0,3001.0,2778.0,3004.0,2175.0,121.7,-52.0,-55.6,-51.9,-65.2,-78.3,-80.0,-78.3,-84.3,2026-02-06,2175.0,-65.2,-84.3,-212.7,-197.6,-198.2,-204.9,-1.9,-0.1,0.5,3.6,421.4,403.9,402.8,420.5,-9.4,8.4,8.4,7.7,-1.7,-1.7,-1.7,-1.7,-53.0,-53.7,-53.7,-55.5,-124.8,-126.7,-127.4,-131.7,-1.8,-1.8,-1.8,-1.8,-1.3,-1.3,-1.3,-1.3,-20.8,-20.8,-20.8,-20.8,0.0,0.0,0.0,0.0,-206.7,-206.3,-205.1,-219.2
A068100,케이웨더,2024-02-22,7000.0,16600.0,4350.0,3250.0,3000.0,,137.1,-37.9,-53.6,-57.1,,-73.8,-80.4,-81.9,,2026-02-20,3105.0,-55.6,-81.3,-166.0,-171.6,-171.7,,3.9,-3.5,5.0,,281.5,296.9,288.4,,-17.7,-17.6,-17.6,,-0.4,-0.4,-0.4,,-17.5,-17.5,-17.6,,-72.6,-73.1,-73.2,,-0.4,-0.4,-0.4,,-1.3,-1.3,-1.3,,-56.1,-61.3,-61.3,,0.0,0.0,0.0,,-119.4,-121.8,-121.7,
A360350,코셈,2024-02-23,16000.0,25550.0,9150.0,7010.0,8120.0,7360.0,59.7,-42.8,-56.2,-49.3,-54.0,-64.2,-72.6,-68.2,-71.2,2026-02-23,7360.0,-54.0,-71.2,-160.4,-182.1,-153.9,-159.6,16.9,16.2,18.6,14.9,540.6,563.4,532.7,543.7,-4.5,-13.5,21.7,19.1,-0.4,-0.4,-0.4,-0.4,-19.8,-21.1,-22.3,-24.1,-62.2,-64.5,-70.3,-71.7,-0.3,-0.3,-0.3,-0.3,0.2,0.2,0.2,0.2,-73.5,-82.4,-82.4,-82.4,0.0,0.0,0.0,0.0,-397.1,-397.5,-397.4,-399.0
A418620,E8,2024-02-23,16324.0,18446.0,11573.0,3735.0,3252.0,1300.0,13.0,-29.1,-77.1,-80.1,-92.0,-37.3,-79.8,-82.4,-93.0,2026-02-23,1300.0,-92.0,-93.0,-320.7,-330.9,-345.5,-386.8,-17.3,-3.0,-23.1,-10.7,370.3,368.3,408.4,439.1,-92.3,-97.7,-110.5,-134.0,-0.3,-0.3,-0.3,-0.3,-17.5,-16.2,-16.2,-22.3,-170.4,-176.5,-178.2,-189.9,-1.2,-1.2,-1.2,-1.2,-0.8,-0.8,-0.8,-0.8,-38.1,-38.1,-38.1,-38.1,0.0,0.0,0.0,0.0,-32.4,-34.5,-39.8,-41.7
A199430,케이엔알시스템,2024-03-07,13500.0,27050.0,8110.0,8360.0,12880.0,,100.4,-39.9,-38.1,-4.6,,-70.0,-69.1,-52.4,,2026-03-06,28300.0,109.6,4.6,-259.1,-272.3,-295.5,,6.5,-15.0,-41.5,,617.0,652.0,763.2,,-36.9,-37.3,-39.2,,-1.3,-1.3,-1.3,,-33.9,-33.8,-38.4,,-127.8,-139.2,-143.7,,-2.4,-2.4,-2.4,,-0.9,-0.9,-0.9,,-55.8,-57.3,-69.6,,0.0,0.0,0.0,,-364.4,-364.8,-426.2,
A036220,오상헬스케어,2024-03-13,20000.0,29350.0,13360.0,14100.0,16490.0,9820.0,46.8,-33.2,-29.5,-17.5,-50.9,-54.5,-52.0,-43.8,-66.5,2026-03-13,9820.0,-50.9,-66.5,-202.4,-203.2,-90.8,-129.4,-27.0,-29.3,-11.7,2.1,262.6,245.8,118.7,138.3,-29.0,-29.0,-17.1,-20.5,-0.9,-0.9,9.9,6.9,-21.6,-21.6,5.5,-12.5,-135.5,-136.3,-127.6,-130.4,-1.1,-1.1,-1.1,-1.1,-0.5,-0.5,53.4,42.0,-13.8,-13.8,-13.8,-13.8,0.0,0.0,0.0,0.0,-33.2,-13.3,-16.2,-10.9
A437730,삼현,2024-03-21,10007.0,15678.0,7656.0,11060.0,22000.0,,56.7,-23.5,10.5,119.8,,-51.2,-29.5,40.3,,2026-03-20,55500.0,454.6,254.0,-433.2,-551.2,-524.2,,-103.6,-124.6,-172.3,,600.9,743.3,744.0,,-174.3,-195.8,-215.8,,-2.8,-2.8,-2.8,,-40.6,-49.9,-14.5,,-193.4,-280.5,-268.9,,-1.7,-1.7,-1.7,,-2.2,-2.2,-2.2,,-18.1,-18.2,-18.2,,0.0,0.0,0.0,,-64.1,-67.5,-47.6,
A455900,엔젤로보틱스,2024-03-26,20000.0,65000.0,28700.0,25850.0,24200.0,26700.0,225.0,43.5,29.2,21.0,33.5,-55.8,-60.2,-62.8,-58.9,2026-03-26,26700.0,33.5,-58.9,-1546.3,-1603.9,-1688.8,-1448.1,-16.9,6.7,-18.8,6.6,2457.6,2534.4,2643.2,2415.1,-149.1,-143.5,-117.5,116.7,-1.2,-2.3,-2.3,-2.4,-26.4,16.5,-38.2,-34.8,-174.3,-179.0,-181.4,-175.7,-34.5,-34.4,-44.4,-44.4,-251.0,-251.0,-243.2,-234.5,-909.8,-1010.2,-1061.8,-1073.2,0.0,0.0,0.0,0.0,-894.4,-937.2,-935.5,-973.6
A461030,아이엠비디엑스,2024-04-03,13000.0,36000.0,17470.0,9100.0,10850.0,6410.0,176.9,34.4,-30.0,-16.5,-50.7,-51.5,-74.7,-69.9,-82.2,2026-04-03,6410.0,-50.7,-82.2,-511.2,-505.3,-517.0,-526.5,-200.1,-199.9,-201.2,-197.8,887.3,905.4,917.8,921.4,-46.6,-47.6,-51.6,-54.8,-1.5,-1.3,-1.3,-1.3,-56.1,-49.4,-55.7,-60.2,-271.3,-271.6,-271.4,-271.4,-2.0,-2.0,-2.0,-2.0,-1.5,-0.6,-0.6,-0.6,-132.1,-132.7,-134.4,-136.2,0.0,0.0,0.0,0.0,-176.0,-200.2,-199.6,-197.1
A412540,제일엠앤에스,2024-04-30,22000.0,27000.0,10110.0,3935.0,3935.0,3935.0,22.7,-54.0,-82.1,-82.1,-82.1,-62.6,-85.4,-85.4,-85.4,2026-04-30,3935.0,-82.1,-85.4,-818.5,-879.0,-879.0,-879.0,-87.1,-78.8,-78.8,-78.8,923.0,974.3,974.3,974.3,-173.8,-199.0,-199.0,-199.0,-4.5,-4.5,-4.5,-4.5,-86.6,-86.6,-86.6,-86.6,-458.3,-474.8,-474.8,-474.8,-4.3,-4.3,-4.3,-4.3,-2.8,-2.8,-2.8,-2.8,-88.2,-106.9,-106.9,-106.9,0.0,0.0,0.0,0.0,-17.4,-16.5,-16.5,-16.5
A347850,디앤디파마텍,2024-05-02,8258.0,9134.0,10786.0,18869.0,70070.0,,10.6,30.6,128.5,748.5,,18.1,106.6,667.1,,2026-04-30,74200.0,798.5,712.3,-169.7,-399.2,-1176.6,,-93.8,-164.0,767.2,,599.2,1574.4,2570.8,,-38.4,-42.0,17.9,,17.5,18.9,-3.8,,77.4,188.2,-164.9,,-163.4,-417.0,-95.4,,-0.6,1.8,0.5,,13.0,91.8,-53.8,,-75.2,-240.9,-877.1,,0.0,0.0,0.0,,-335.8,-1011.2,-2161.4,
A452200,민테크,2024-05-03,10500.0,12880.0,6170.0,4010.0,2840.0,,22.7,-41.2,-61.8,-73.0,,-52.1,-68.9,-78.0,,2026-04-30,2765.0,-73.7,-78.5,-429.6,-442.0,-444.8,,-28.6,-19.7,-25.2,,537.9,542.3,573.2,,-42.4,-59.7,-60.7,,-0.7,-0.7,-0.7,,-41.1,-40.0,-37.1,,-127.6,-123.6,-125.2,,-0.8,-0.8,-0.8,,-0.5,-0.5,-0.5,,-216.5,-216.7,-219.7,,0.0,0.0,0.0,,-79.7,-80.7,-103.3,
A126730,코칩,2024-05-07,18000.0,28450.0,11410.0,11310.0,12610.0,21050.0,58.1,-36.6,-37.2,-29.9,16.9,-59.9,-60.2,-55.7,-26.0,2026-05-07,21050.0,16.9,-26.0,-182.5,-164.9,-164.8,-159.7,-49.3,-50.4,-53.2,-51.0,242.3,221.8,234.4,230.2,-36.4,-15.0,-8.5,0.5,-0.6,-0.6,-0.6,-0.6,-18.2,-18.2,-19.1,-20.9,-118.8,-122.6,-128.2,-130.0,-0.7,-0.7,-0.7,-0.7,-0.5,-0.5,-0.5,-0.5,-7.2,-7.2,-7.2,-7.5,0.0,0.0,0.0,0.0,-10.5,-6.5,-16.4,-19.5
A456010,아이씨티케이,2024-05-17,20000.0,28700.0,5980.0,17030.0,16090.0,,43.5,-70.1,-14.8,-19.6,,-79.2,-40.7,-43.9,,2026-05-15,19100.0,-4.5,-33.4,-469.4,-519.6,-474.4,,-48.7,-90.8,-99.1,,723.8,884.8,881.3,,-39.5,-66.8,-69.1,,-2.2,-2.2,2.9,,-63.9,-68.1,-31.7,,-182.1,-200.0,-199.3,,-68.5,-68.5,-67.5,,-37.2,-27.6,-23.3,,-75.9,-86.3,-86.5,,0.0,0.0,0.0,,-205.7,-274.5,-307.7,
A145170,노브랜드,2024-05-23,7313.0,28365.0,8682.0,5090.0,4100.0,,287.9,18.7,-30.4,-43.9,,-69.4,-82.1,-85.5,,2026-05-22,4670.0,-36.1,-83.5,-189.9,-189.8,-190.2,,-55.2,-61.1,-73.1,,598.0,634.7,644.8,,-25.7,-25.9,-26.3,,-1.2,-1.2,-1.2,,-29.5,-29.0,-29.0,,-118.5,-118.8,-118.8,,-1.8,-1.8,-1.8,,-1.1,-1.1,-1.1,,-12.1,-12.1,-12.1,,0.0,0.0,0.0,,-352.9,-383.8,-381.5,
A453450,그리드위즈,2024-06-14,40000.0,49500.0,16770.0,21050.0,15190.0,,23.8,-58.1,-47.4,-62.0,,-66.1,-57.5,-69.3,,2026-06-12,15640.0,-60.9,-68.4,-1072.4,-1084.9,-1108.4,,-6.8,-29.3,-31.0,,1441.1,1470.3,1494.2,,-116.1,-116.3,-118.5,,-10.4,-10.4,-10.3,,-89.1,-88.8,-99.5,,-372.9,-378.4,-380.0,,-0.7,-0.7,-0.7,,-30.5,-37.7,-46.5,,-452.7,-452.7,-452.7,,0.0,0.0,0.0,,-362.0,-356.0,-354.8,
A462510,라메디텍,2024-06-17,16000.0,24550.0,9070.0,7830.0,6820.0,3235.0,53.4,-43.3,-51.1,-57.4,-79.8,-63.1,-68.1,-72.2,-86.8,2026-06-17,3235.0,-79.8,-86.8,-439.0,-438.9,-445.6,-444.8,4.1,5.5,-8.0,-9.7,542.0,539.7,567.8,568.0,-48.8,-49.0,-50.8,-50.7,-2.8,-2.8,-2.8,-2.8,-57.9,-57.3,-56.6,-55.6,-215.7,-215.7,-221.4,-221.7,-3.2,-3.2,-3.2,-3.2,-1.8,-1.8,-1.8,-1.8,-108.7,-109.0,-109.0,-109.0,0.0,0.0,0.0,0.0,-107.1,-106.3,-114.2,-113.6
A458870,씨어스,2024-06-19,5670.0,6170.0,3639.0,6820.0,38955.0,32400.0,8.8,-35.8,20.3,587.0,471.4,-41.0,10.5,531.4,425.1,2026-06-19,32400.0,471.4,425.1,-268.1,-266.3,53.0,327.0,-44.6,18.7,213.2,-198.1,560.7,590.3,761.8,908.5,-48.5,-42.1,-22.0,117.0,-1.1,-1.1,20.5,8.4,-24.0,-21.8,158.8,31.5,-145.8,-139.5,132.5,125.7,-0.8,-0.8,0.7,-1.6,-26.4,-25.0,-18.9,271.4,-21.5,-36.0,-218.7,-225.4,0.0,0.0,0.0,0.0,-248.0,-342.7,-1028.0,-1037.4
A464080,에스오에스랩,2024-06-25,11500.0,14420.0,12090.0,14000.0,13240.0,9700.0,25.4,5.1,21.7,15.1,-15.7,-16.2,-2.9,-8.2,-32.7,2026-06-25,9700.0,-15.7,-32.7,-377.8,-354.1,-371.0,-312.8,-67.7,-33.1,-76.4,-167.5,1036.1,1080.2,1142.2,1171.0,-96.2,-61.6,-41.8,66.3,-0.3,2.0,-1.0,-1.0,-3.6,-22.6,-44.4,-52.3,-107.9,-139.8,-128.2,-167.6,-48.7,-48.0,-48.0,-48.0,4.0,41.9,18.2,15.4,-125.1,-125.8,-125.9,-125.6,0.0,0.0,0.0,0.0,-590.6,-693.0,-694.8,-690.8
A160190,하이젠알앤엠,2024-06-27,7000.0,15160.0,12970.0,38000.0,63200.0,,116.6,85.3,442.9,802.9,,-14.4,150.7,316.9,,2026-06-26,19640.0,180.6,29.6,-256.9,-259.0,-158.5,,-68.8,-127.3,125.2,,336.7,394.7,558.8,,-45.5,-52.8,-11.9,,-1.6,-3.4,0.8,,-33.2,24.1,46.5,,-179.9,-221.9,-254.5,,-1.3,-1.3,-0.5,,16.4,8.0,72.9,,-11.7,-11.7,-11.9,,0.0,0.0,0.0,,-11.1,-8.4,-525.5,
A295310,에이치브이엠,2024-06-28,18000.0,20200.0,24500.0,28850.0,59400.0,,12.2,36.1,60.3,230.0,,21.3,42.8,194.1,,2026-06-26,51300.0,185.0,154.0,-325.6,-140.1,-287.4,,-41.6,-14.9,145.9,,923.4,736.3,702.6,,-46.2,-42.2,-40.6,,-0.2,26.4,14.4,,-2.5,152.0,36.2,,-171.9,-220.8,-201.4,,-105.0,-101.9,-104.4,,49.5,101.2,63.4,,-49.3,-54.8,-54.9,,0.0,0.0,0.0,,-556.3,-581.3,-561.1,
A462350,이노스페이스,2024-07-02,20339.0,16182.0,8723.0,7741.0,10584.0,7740.0,-20.4,-57.1,-61.9,-48.0,-61.9,-46.1,-52.2,-34.6,-52.2,2026-06-30,8400.0,-58.7,-48.1,-669.1,-659.0,-773.8,-929.4,-42.1,-49.0,10.3,-87.6,911.8,911.7,970.9,1287.9,-48.1,-45.2,-100.9,-172.5,-0.1,-0.7,2.3,-0.9,1.4,0.2,-19.9,-58.2,-234.9,-238.5,-292.2,-302.2,-56.0,-56.0,-55.9,-55.9,1.5,12.0,29.5,26.0,-333.0,-330.8,-336.6,-365.7,0.0,0.0,0.0,0.0,-200.7,-203.7,-207.4,-270.9
A450330,하스,2024-07-03,16000.0,17150.0,6900.0,8100.0,6360.0,,7.2,-56.9,-49.4,-60.2,,-59.8,-52.8,-62.9,,2026-06-30,5240.0,-67.2,-69.4,-171.8,-179.8,-189.4,,-53.4,-62.1,-63.7,,238.0,256.4,267.4,,-48.7,-49.0,-51.6,,-2.1,-2.1,-2.1,,-7.1,-7.3,-7.3,,-95.7,-102.1,-109.0,,-1.9,-1.9,-1.9,,-1.3,-1.3,-1.3,,-15.0,-16.2,-16.2,,0.0,0.0,0.0,,-12.9,-14.6,-14.4,
A373110,엑셀세라퓨틱스,2024-07-15,8815.0,7343.0,3901.0,2966.0,1620.0,,-16.7,-55.7,-66.4,-81.6,,-46.9,-59.6,-77.9,,2026-06-30,1201.0,-86.4,-83.6,-175.4,-178.5,-188.7,,0.2,1.3,1.1,,283.1,276.6,287.1,,-31.7,-34.4,-40.1,,-0.9,-0.8,-0.8,,-18.0,-17.9,-20.1,,-63.8,-64.3,-66.6,,-40.0,-40.0,-40.0,,-0.8,-0.8,-0.8,,-20.3,-20.3,-20.3,,0.0,0.0,0.0,,-107.8,-99.4,-99.4,
A460940,피앤에스로보틱스,2024-07-31,11000.0,12525.0,6640.0,6445.0,11120.0,,13.9,-39.6,-41.4,1.1,,-47.0,-48.5,-11.2,,2026-06-30,4950.0,-55.0,-60.5,-196.9,-200.0,-210.0,,-8.8,-7.8,-43.2,,321.1,341.3,428.3,,-45.2,-45.3,-46.2,,-0.7,-0.7,-0.7,,-29.6,-33.6,-34.6,,-104.9,-112.1,-120.3,,-0.8,-0.8,1.2,,-0.4,7.7,6.0,,-15.2,-15.2,-15.4,,0.0,0.0,0.0,,-115.4,-133.5,-175.1,
A460470,아이빔테크놀로지,2024-08-06,10000.0,13360.0,4975.0,3355.0,3170.0,,33.6,-50.2,-66.4,-68.3,,-62.8,-74.9,-76.3,,2026-06-30,3095.0,-69.0,-76.8,-208.0,-243.2,-243.9,,-10.8,-11.3,-19.4,,275.6,317.1,325.2,,-35.6,-38.7,-38.7,,-1.2,-1.2,-1.2,,-19.1,-18.8,-19.3,,-109.9,-111.4,-111.7,,-1.9,-1.9,-1.9,,-1.1,-1.1,-1.1,,-39.2,-70.1,-70.1,,0.0,0.0,0.0,,-56.7,-62.6,-61.8,
A199480,뱅크웨어글로벌,2024-08-12,16000.0,15750.0,5170.0,6840.0,5520.0,,-1.6,-67.7,-57.2,-65.5,,-67.2,-56.6,-65.0,,2026-06-30,2975.0,-81.4,-81.1,-189.7,-190.3,-211.3,,-188.9,-202.2,-205.7,,470.3,483.4,507.3,,-21.2,-21.2,-21.4,,-1.2,-1.2,-1.2,,-24.6,-26.7,-26.7,,-114.4,-112.9,-133.7,,-0.2,-0.2,-0.2,,-1.5,-1.5,-1.5,,-26.6,-26.6,-26.6,,0.0,0.0,0.0,,-91.7,-90.9,-90.3,
A088340,유라클,2024-08-16,21000.0,21000.0,11780.0,16310.0,13910.0,,0.0,-43.9,-22.3,-33.8,,-43.9,-22.3,-33.8,,2026-06-30,7040.0,-66.5,-66.5,-246.3,-381.0,-384.8,,-6.0,-18.6,-32.1,,208.5,356.0,375.2,,-29.0,-85.2,-87.9,,-0.4,-0.4,-0.4,,-18.9,-84.3,-84.3,,-189.0,-202.0,-203.2,,-0.3,-0.3,-0.3,,-0.3,-0.3,-0.3,,-8.4,-8.4,-8.4,,0.0,0.0,0.0,,43.8,43.6,41.7,
A389650,넥스트바이오메디컬,2024-08-20,29000.0,23700.0,52900.0,55700.0,71000.0,,-18.3,82.4,92.1,144.8,,123.2,135.0,199.6,,2026-06-30,41400.0,42.8,74.7,-123.7,-154.1,-163.0,,239.9,135.2,-82.6,,408.2,544.6,769.1,,-80.4,-88.6,5.2,,16.7,2.8,-0.3,,66.1,63.9,-7.0,,-101.5,-81.4,-152.7,,-10.3,-11.6,-13.5,,14.8,-9.0,56.8,,-29.2,-30.1,-51.5,,0.0,0.0,0.0,,-524.5,-525.7,-523.5,
A431190,케이쓰리아이,2024-08-20,15500.0,10550.0,5140.0,4435.0,4950.0,,-31.9,-66.8,-71.4,-68.1,,-51.3,-58.0,-53.1,,2026-06-30,2205.0,-85.8,-79.1,-154.2,-167.9,-178.6,,-12.5,-16.0,-26.8,,198.0,215.3,236.7,,-39.6,-39.7,-39.7,,-0.8,-0.8,-0.8,,-26.0,-26.6,-27.1,,-48.0,-50.7,-60.8,,-0.8,-0.8,-0.8,,-0.9,-0.9,-0.9,,-38.1,-48.5,-48.5,,0.0,0.0,0.0,,-31.3,-31.4,-31.3,
A464280,티디에스팜,2024-08-21,13000.0,52000.0,14290.0,10590.0,10330.0,,300.0,9.9,-18.5,-20.5,,-72.5,-79.6,-80.1,,2026-06-30,6330.0,-51.3,-87.8,-398.8,-402.5,-403.0,,-2.0,-2.2,-5.4,,568.2,572.2,575.0,,-136.7,-137.3,-137.4,,-0.7,-0.7,-0.7,,-26.2,-26.3,-26.3,,-220.8,-223.7,-224.2,,-0.7,-0.7,-0.7,,-0.6,-0.6,-0.6,,-13.2,-13.2,-13.2,,0.0,0.0,0.0,,-167.4,-167.6,-166.7,
A476080,M83,2024-08-22,16000.0,22300.0,16130.0,12510.0,8140.0,,39.4,0.8,-21.8,-49.1,,-27.7,-43.9,-63.5,,2026-06-30,3805.0,-76.2,-82.9,-431.5,-473.2,-476.6,,-27.1,-35.1,-27.8,,703.8,751.2,748.2,,-43.6,-42.3,-44.2,,-1.3,-1.3,-1.3,,-47.9,-48.6,-49.2,,-155.7,-160.2,-161.1,,-2.5,-2.5,-2.5,,-1.5,-1.5,-1.5,,-179.0,-216.8,-216.8,,0.0,0.0,0.0,,-245.2,-242.8,-243.9,
A456070,이엔셀,2024-08-23,15300.0,17200.0,19890.0,10550.0,17700.0,,12.4,30.0,-31.0,15.7,,15.6,-38.7,2.9,,2026-06-30,7690.0,-49.7,-55.3,-993.7,-998.4,-1010.9,,-1.3,-43.7,-70.2,,1354.8,1407.3,1417.7,,-63.0,-62.5,-69.2,,-1.0,-1.0,-1.0,,-84.4,-88.7,-96.8,,-249.1,-249.6,-249.1,,-3.0,-3.0,-3.0,,-1.0,-1.0,-1.0,,-592.1,-592.6,-590.8,,0.0,0.0,0.0,,-359.9,-365.1,-336.7,
A461300,아이스크림미디어,2024-08-30,32000.0,22500.0,12900.0,20300.0,15100.0,,-29.7,-59.7,-36.6,-52.8,,-42.7,-9.8,-32.9,,2026-06-30,16010.0,-50.0,-28.8,-100.0,-115.4,-94.5,,21.0,52.7,-31.3,,113.8,83.4,143.4,,88.2,79.9,89.2,,-6.9,-6.9,-6.9,,-36.0,-42.0,-37.5,,-90.3,-91.3,-84.3,,-2.4,-2.4,-2.3,,-19.3,-19.3,-19.3,,-33.3,-33.3,-33.4,,0.0,0.0,0.0,,-34.8,-20.7,-17.7,
A464500,아이언디바이스,2024-09-23,7000.0,10900.0,3820.0,3720.0,3450.0,,55.7,-45.4,-46.9,-50.7,,-65.0,-65.9,-68.3,,2026-06-30,1935.0,-72.4,-82.2,-431.3,-440.5,-440.7,,-17.2,-25.5,-23.0,,603.9,621.4,621.5,,-61.2,-65.2,-65.1,,-1.9,-1.9,-1.9,,-61.1,-61.2,-61.2,,-259.8,-264.8,-265.1,,-19.9,-19.9,-19.9,,-1.5,-1.5,-1.5,,-25.9,-25.9,-25.9,,0.0,0.0,0.0,,-155.5,-155.4,-157.8,
A381620,제닉스로보틱스,2024-09-30,13338.0,15339.0,9060.0,12470.0,8710.0,,15.0,-32.1,-6.5,-34.7,,-40.9,-18.7,-43.2,,2026-06-30,6470.0,-51.5,-57.8,-247.7,-229.4,-228.8,,-9.2,-35.9,-31.5,,259.7,485.8,474.5,,-44.5,-20.6,-20.7,,-1.9,-1.9,-1.9,,-40.7,-24.0,-23.4,,-131.5,-153.9,-153.8,,-3.1,-3.1,-3.1,,-1.6,-1.6,-1.6,,-24.4,-24.2,-24.2,,0.0,0.0,0.0,,-2.8,-220.5,-214.2,
A308430,셀비온,2024-10-16,15000.0,20650.0,18220.0,17130.0,34950.0,,37.7,21.5,14.2,133.0,,-11.8,-17.0,69.2,,2026-06-30,16770.0,11.8,-18.8,-306.2,-401.9,-442.7,,41.7,-41.5,17.5,,618.2,936.7,905.7,,-61.6,-66.3,-66.6,,15.4,-2.0,-2.3,,29.7,-5.5,-24.1,,-173.6,-200.2,-218.9,,-68.9,-68.9,-69.6,,12.7,0.8,0.7,,-59.9,-59.8,-61.9,,0.0,0.0,0.0,,-353.8,-493.4,-480.5,
A209640,와이제이링크,2024-10-18,6000.0,10900.0,3875.0,3365.0,6130.0,,81.7,-35.4,-43.9,2.2,,-64.4,-69.1,-43.8,,2026-06-30,4270.0,-28.8,-60.8,-494.8,-522.7,-564.3,,11.2,-38.7,-114.0,,496.7,572.8,687.4,,-45.8,-54.6,-56.6,,-1.9,-1.9,-1.9,,-54.6,-67.6,-67.6,,-197.6,-203.7,-206.1,,-1.5,-1.5,-1.5,,-0.9,-0.9,-0.9,,-192.5,-192.5,-229.6,,0.0,0.0,0.0,,-13.1,-11.3,-9.1,
A465480,인스피언,2024-10-18,12000.0,15820.0,8470.0,5890.0,6280.0,,31.8,-29.4,-50.9,-47.7,,-46.5,-62.8,-60.3,,2026-06-30,3685.0,-69.3,-76.7,-192.4,-208.8,-198.0,,-49.6,-54.5,-53.9,,251.7,272.5,261.6,,-33.3,-50.1,-35.4,,-1.1,-1.1,-1.1,,-28.0,-24.6,-24.6,,-120.2,-123.1,-127.0,,-0.7,-0.7,-0.7,,-0.6,-0.6,-0.6,,-8.5,-8.5,-8.5,,0.0,0.0,0.0,,-9.7,-9.2,-9.8,
A474170,루미르,2024-10-21,12000.0,14910.0,8990.0,9150.0,15000.0,,24.2,-25.1,-23.8,25.0,,-39.7,-38.6,0.6,,2026-06-30,7590.0,-36.8,-49.1,-370.4,-379.7,-362.4,,-74.5,-74.4,-70.3,,672.6,681.7,742.2,,-55.8,-55.2,-17.3,,-6.4,-6.4,-6.4,,-36.7,-42.9,-49.0,,-132.0,-135.8,-150.3,,-23.0,-23.0,-23.0,,-7.1,-7.1,-7.1,,-109.3,-109.3,-109.3,,0.0,0.0,0.0,,-227.8,-227.5,-309.5,
A457370,한켐,2024-10-22,18000.0,22800.0,9240.0,9290.0,9120.0,,26.7,-48.7,-48.4,-49.3,,-59.5,-59.3,-60.0,,2026-06-30,9650.0,-46.4,-57.7,-519.0,-515.5,-554.0,,17.4,21.5,11.7,,511.1,496.2,546.7,,-51.2,-46.9,-48.9,,-2.3,-2.3,-2.3,,-14.9,-7.2,-42.1,,-141.0,-149.5,-151.1,,-2.6,-2.8,-2.8,,-1.1,-1.1,-1.1,,-305.9,-305.9,-305.9,,0.0,0.0,0.0,,-9.5,-2.1,-4.4,
A475400,씨메스로보틱스,2024-10-24,30000.0,23100.0,26750.0,32400.0,31700.0,,-23.0,-10.8,8.0,5.7,,15.8,40.3,37.2,,2026-06-30,19690.0,-34.4,-14.8,-505.7,-551.6,-459.1,,-180.9,-234.3,-162.0,,897.1,996.2,892.5,,-58.9,-57.1,147.3,,-1.5,-4.8,-4.8,,-74.9,-63.6,-151.4,,-274.8,-286.1,-294.4,,-3.8,-1.9,-2.0,,100.9,73.1,104.5,,-192.7,-211.3,-258.3,,0.0,0.0,0.0,,-210.5,-210.3,-271.4,
A289930,웨이비스,2024-10-25,15000.0,10890.0,8770.0,8130.0,23800.0,,-27.4,-41.5,-45.8,58.7,,-19.5,-25.3,118.5,,2026-06-30,8550.0,-43.0,-21.5,-153.7,-172.5,-248.5,,23.4,18.5,257.0,,323.3,406.4,652.9,,-19.8,-34.7,-27.8,,-1.3,-1.3,-1.3,,-24.8,-26.3,-47.2,,-80.6,-80.0,-70.6,,-2.0,-2.0,-2.0,,-1.0,-1.0,-1.0,,-24.4,-27.4,-98.8,,0.0,0.0,0.0,,-193.0,-252.4,-661.4,
