day,count,ret_ipo_mean,ret_ipo_median,ret_close_mean,ret_close_median,기관,외국인총합계,개인,금융투자,보험,투신,사모펀드,은행,연기금,기타금융기관,국가_지자체,기타법인
94,387,40.08,10.83,-5.19,-21.95,-387.89,-30.55,628.67,-62.52,1.8,-19.08,-203.13,-18.25,12.25,-98.95,0.0,-210.23
95,387,40.01,11.28,-4.86,-21.61,-388.55,-30.19,629.71,-62.72,1.83,-19.08,-203.55,-18.25,12.24,-99.02,0.0,-210.97
96,387,40.56,12.24,-4.6,-20.91,-389.16,-28.94,629.99,-62.87,1.8,-18.9,-204.02,-18.24,12.29,-99.22,0.0,-211.88
97,387,39.64,11.57,-5.26,-21.42,-390.16,-29.16,631.48,-63.01,1.8,-19.18,-204.45,-18.26,12.33,-99.38,0.0,-212.17
98,387,39.02,12.27,-5.46,-21.89,-391.25,-28.65,632.59,-63.32,1.83,-19.16,-205.25,-18.27,12.5,-99.59,0.0,-212.69
99,387,38.72,13.16,-5.67,-22.44,-391.63,-29.12,633.86,-63.64,1.85,-18.68,-205.6,-18.26,12.68,-99.97,0.0,-213.11
100,387,38.01,12.11,-6.12,-22.69,-391.93,-28.83,634.32,-63.55,1.83,-18.57,-205.83,-18.27,12.72,-100.26,0.0,-213.55
101,387,38.07,10.14,-6.01,-23.0,-392.33,-28.85,635.19,-63.79,1.81,-18.55,-206.1,-18.27,12.98,-100.41,0.0,-214.01
102,386,39.16,10.83,-4.77,-22.87,-390.69,-28.5,633.98,-63.66,1.8,-17.83,-205.58,-18.3,13.45,-100.57,0.0,-214.8
103,386,39.34,12.28,-4.57,-23.0,-390.71,-28.32,634.42,-63.55,1.82,-17.73,-205.78,-18.3,13.58,-100.74,0.0,-215.4
104,386,39.64,12.79,-4.51,-22.02,-390.97,-29.8,636.66,-63.65,1.8,-17.74,-205.88,-18.3,13.66,-100.85,0.0,-215.9
105,386,39.89,12.33,-4.53,-21.92,-391.82,-29.17,637.38,-63.93,1.86,-18.04,-206.03,-18.3,13.82,-101.2,0.0,-216.39
106,386,39.57,12.04,-4.73,-22.85,-392.52,-29.8,639.08,-64.21,1.87,-18.03,-206.29,-18.3,13.79,-101.34,0.0,-216.76
107,386,39.74,11.67,-4.56,-23.1,-394.43,-29.67,641.05,-64.57,1.85,-18.65,-206.88,-18.3,13.64,-101.5,0.0,-216.96
108,386,40.1,11.39,-4.44,-23.2,-395.36,-30.26,642.84,-64.7,1.89,-18.84,-207.32,-18.29,13.5,-101.6,0.0,-217.23
109,386,40.51,12.33,-4.16,-22.98,-395.75,-30.09,643.24,-64.84,1.9,-18.83,-207.55,-18.29,13.62,-101.75,0.0,-217.41
110,386,39.12,12.39,-4.87,-23.6,-396.12,-30.21,643.95,-64.96,1.88,-18.7,-207.71,-18.29,13.53,-101.87,0.0,-217.63
111,386,38.87,12.25,-5.01,-24.45,-395.92,-29.93,643.93,-64.96,1.87,-17.94,-207.7,-18.29,13.34,-102.22,0.0,-218.09
112,386,38.2,11.4,-5.43,-23.85,-397.16,-30.05,645.75,-65.03,1.79,-18.44,-208.08,-18.31,13.36,-102.45,0.0,-218.53
113,386,37.25,9.14,-6.02,-23.5,-397.83,-29.44,645.99,-65.05,1.7,-18.54,-208.28,-18.31,13.29,-102.64,0.0,-218.72
114,386,36.61,8.93,-6.46,-24.57,-398.3,-28.87,645.97,-65.11,1.64,-18.78,-208.41,-18.31,13.35,-102.68,0.0,-218.8
115,386,36.55,9.76,-6.63,-23.5,-398.58,-28.42,645.97,-65.11,1.6,-18.82,-208.59,-18.31,13.41,-102.74,0.0,-218.98
116,386,36.31,10.89,-6.69,-23.08,-399.08,-29.41,647.73,-65.16,1.55,-18.98,-208.66,-18.29,13.4,-102.93,0.0,-219.24
117,386,36.23,11.47,-6.69,-23.82,-399.63,-29.96,648.92,-65.1,1.57,-19.11,-209.03,-18.29,13.39,-103.05,0.0,-219.34
118,386,36.83,13.06,-6.21,-24.78,-399.94,-29.65,649.17,-65.11,1.61,-19.19,-209.16,-18.31,13.52,-103.28,0.0,-219.59
119,386,36.66,12.8,-5.83,-24.93,-402.31,-29.93,652.14,-65.6,1.56,-19.4,-210.62,-18.32,13.62,-103.54,0.0,-219.9
120,386,35.64,11.11,-6.56,-24.05,-404.04,-29.88,654.48,-65.99,1.52,-19.63,-211.59,-18.32,13.73,-103.75,0.0,-220.56
121,386,35.28,9.22,-6.89,-24.1,-405.68,-28.71,655.29,-66.51,1.57,-19.41,-212.51,-18.33,13.81,-104.28,0.0,-220.9
122,386,34.89,9.59,-6.69,-24.27,-408.95,-27.73,658.98,-66.77,1.59,-21.25,-213.58,-18.32,13.89,-104.5,0.0,-222.31
123,386,34.46,11.1,-6.83,-24.21,-411.58,-28.03,662.25,-67.34,1.59,-21.63,-215.05,-18.32,14.05,-104.88,0.0,-222.65
124,385,34.48,10.96,-6.81,-25.38,-413.08,-27.27,661.49,-67.37,1.57,-22.01,-216.21,-18.36,13.96,-104.65,0.0,-221.14
125,385,34.2,11.15,-7.05,-24.92,-415.09,-25.88,663.03,-67.95,1.58,-22.45,-217.24,-18.36,14.57,-105.22,0.0,-222.06
126,384,34.16,10.82,-7.17,-24.98,-417.27,-25.7,664.06,-68.98,1.57,-22.83,-219.3,-18.4,14.38,-103.7,0.0,-221.1
127,384,34.51,10.65,-6.83,-25.1,-417.93,-24.56,664.06,-69.32,1.64,-22.85,-219.65,-18.41,14.42,-103.75,0.0,-221.58
128,383,33.67,10.11,-7.35,-23.72,-419.7,-25.45,666.87,-69.72,1.69,-23.28,-220.51,-18.45,14.61,-104.04,0.0,-221.71
129,383,33.66,8.27,-7.35,-24.47,-420.56,-25.45,668.18,-69.83,1.79,-23.6,-221.13,-18.45,14.8,-104.13,0.0,-222.18
130,382,32.78,9.23,-7.47,-24.73,-420.4,-28.75,659.03,-69.7,1.6,-25.77,-220.09,-18.48,12.64,-100.59,0.0,-209.89
131,381,33.0,8.63,-7.27,-24.74,-420.89,-28.3,658.7,-69.73,1.56,-26.14,-220.65,-18.52,12.83,-100.24,0.0,-209.51
132,380,33.11,9.52,-7.11,-24.11,-421.92,-27.98,658.86,-69.95,1.56,-26.51,-221.11,-18.49,12.89,-100.31,0.0,-208.97
133,380,33.26,8.45,-6.95,-24.65,-422.27,-27.38,659.04,-70.11,1.58,-26.39,-221.44,-18.49,12.98,-100.39,0.0,-209.4
134,379,33.32,7.66,-6.88,-25.47,-423.5,-27.29,660.08,-70.23,1.57,-26.6,-222.0,-18.46,12.93,-100.69,0.0,-209.29
135,378,34.08,9.62,-6.24,-24.39,-424.72,-27.62,662.72,-70.19,1.63,-26.84,-222.77,-18.5,12.89,-100.95,0.0,-210.38
136,377,34.36,9.55,-6.11,-24.33,-424.89,-26.8,661.79,-70.32,1.66,-26.51,-223.52,-18.48,12.95,-100.66,0.0,-210.1
137,376,35.34,9.57,-5.42,-25.7,-425.72,-21.97,658.88,-70.43,1.67,-26.79,-224.07,-18.53,13.17,-100.75,0.0,-211.19
138,376,36.1,10.1,-5.22,-25.01,-426.03,-22.49,659.76,-70.73,1.7,-26.61,-224.38,-18.53,13.29,-100.76,0.0,-211.24
139,376,35.83,8.88,-5.49,-24.78,-427.34,-23.87,663.15,-70.88,1.62,-26.99,-224.88,-18.53,13.13,-100.8,0.0,-211.94
140,375,35.24,8.6,-5.63,-25.4,-428.38,-24.07,658.16,-71.47,1.61,-29.56,-222.35,-18.58,12.46,-100.49,0.0,-205.71
141,375,35.44,8.39,-5.44,-26.34,-429.82,-23.41,659.16,-71.63,1.64,-30.08,-223.12,-18.58,12.48,-100.54,0.0,-205.93
142,375,35.63,9.53,-5.46,-26.83,-430.53,-22.9,659.56,-71.78,1.71,-30.24,-223.43,-18.57,12.41,-100.62,0.0,-206.13
143,375,35.55,8.28,-5.78,-26.48,-430.94,-22.99,660.22,-71.93,1.77,-30.16,-223.57,-18.57,12.21,-100.69,0.0,-206.3
144,375,34.81,8.5,-6.23,-26.08,-431.84,-23.17,661.67,-72.26,1.71,-30.42,-223.7,-18.57,12.13,-100.74,0.0,-206.67
145,374,34.88,7.55,-5.78,-26.52,-432.43,-23.0,662.41,-72.41,1.71,-30.52,-224.1,-18.61,12.39,-100.89,0.0,-206.98
146,374,35.05,5.92,-5.93,-26.22,-432.73,-20.68,660.77,-72.61,1.67,-30.22,-224.47,-18.6,12.47,-100.96,0.0,-207.37
147,374,34.63,7.89,-6.4,-25.8,-433.32,-21.01,662.07,-72.75,1.7,-30.41,-224.91,-18.61,12.66,-101.0,0.0,-207.74
148,374,34.47,7.24,-6.37,-26.56,-434.33,-21.24,663.85,-72.87,1.66,-30.75,-225.43,-18.61,12.74,-101.08,0.0,-208.28
149,373,34.58,7.37,-6.17,-26.83,-434.59,-22.52,666.39,-72.99,1.65,-30.68,-225.35,-18.65,12.79,-101.36,0.0,-209.28
150,372,34.54,6.67,-5.98,-24.73,-435.83,-24.86,666.63,-73.26,1.6,-30.87,-226.95,-18.69,13.47,-101.11,0.0,-205.94
151,372,34.26,7.27,-5.99,-25.5,-435.98,-25.07,667.08,-73.28,1.54,-30.75,-227.17,-18.69,13.52,-101.14,0.0,-206.03
152,371,33.47,6.46,-6.65,-24.7,-436.63,-24.71,665.77,-73.36,1.51,-31.3,-227.53,-18.74,13.6,-100.8,0.0,-204.43
153,370,33.35,8.81,-6.76,-25.44,-436.23,-25.79,665.87,-73.34,1.46,-31.2,-227.3,-18.78,13.75,-100.82,0.0,-203.86
154,369,33.53,7.73,-6.56,-26.29,-436.86,-25.63,666.92,-73.68,1.4,-31.14,-227.78,-18.83,13.86,-100.68,0.0,-204.44
155,368,34.06,8.0,-6.04,-26.73,-436.51,-26.01,665.78,-72.93,1.36,-31.9,-228.16,-18.7,13.43,-99.6,0.0,-203.27
156,368,33.64,9.23,-6.27,-26.77,-437.01,-26.78,667.02,-72.87,1.36,-32.29,-228.37,-18.7,13.51,-99.65,0.0,-203.24
157,368,33.03,7.8,-6.53,-27.58,-437.17,-26.58,667.17,-72.61,1.36,-32.36,-228.63,-18.69,13.58,-99.82,0.0,-203.42
158,368,33.12,6.64,-6.32,-26.98,-437.63,-25.74,667.1,-72.55,1.36,-32.47,-228.91,-18.69,13.58,-99.93,0.0,-203.74
159,367,33.52,6.5,-5.98,-26.54,-437.37,-26.08,667.1,-72.16,1.31,-32.64,-229.7,-18.74,14.18,-99.61,0.0,-203.66
160,367,33.88,6.67,-5.91,-27.58,-438.14,-26.31,668.88,-72.1,1.32,-32.82,-230.12,-18.74,14.15,-99.83,0.0,-204.43
161,367,33.96,5.93,-5.79,-26.68,-438.28,-26.77,669.58,-72.14,1.39,-32.79,-230.24,-18.75,14.11,-99.87,0.0,-204.53
162,367,34.36,6.17,-5.43,-27.38,-438.92,-26.87,670.98,-72.2,1.38,-32.92,-230.42,-18.74,13.96,-99.98,0.0,-205.18
163,366,34.45,6.16,-4.97,-28.13,-438.14,-26.55,666.71,-71.93,1.39,-32.9,-229.49,-18.79,13.87,-100.29,0.0,-202.02
164,366,34.33,5.15,-5.01,-27.04,-438.15,-27.13,667.82,-71.67,1.42,-32.85,-229.47,-18.8,13.93,-100.69,0.0,-202.54
165,366,34.04,4.77,-5.12,-27.74,-438.58,-27.58,668.95,-71.87,1.46,-32.69,-229.61,-18.8,13.87,-100.93,0.0,-202.8
166,366,33.14,5.0,-5.9,-27.67,-439.32,-28.77,671.28,-71.9,1.48,-32.83,-229.89,-18.8,13.86,-101.23,0.0,-203.19
167,366,33.37,3.0,-5.72,-28.17,-439.52,-27.42,670.21,-72.05,1.46,-33.07,-229.77,-18.8,14.04,-101.33,0.0,-203.27
168,366,33.56,2.41,-5.52,-28.42,-439.74,-26.81,670.35,-72.07,1.49,-33.26,-229.87,-18.8,14.13,-101.35,0.0,-203.8
169,366,33.36,1.24,-5.82,-27.92,-440.54,-26.78,670.88,-71.97,1.49,-33.26,-230.39,-18.79,13.92,-101.53,0.0,-203.56
170,366,33.75,1.37,-5.56,-27.82,-440.65,-27.08,671.69,-71.85,1.47,-32.96,-230.81,-18.78,13.85,-101.56,0.0,-203.97
171,366,34.08,1.79,-5.33,-28.82,-441.94,-26.69,672.96,-72.49,1.47,-33.06,-231.14,-18.79,13.81,-101.73,0.0,-204.33
172,366,33.89,1.06,-5.36,-27.54,-441.74,-27.14,673.47,-72.76,1.55,-32.72,-231.16,-18.79,14.09,-101.94,0.0,-204.59
173,366,33.06,1.39,-5.68,-28.28,-442.41,-27.06,674.07,-73.0,1.6,-32.75,-231.37,-18.79,14.01,-102.1,0.0,-204.6
174,366,33.02,1.39,-5.78,-28.53,-442.84,-26.47,674.2,-73.3,1.54,-32.75,-231.53,-18.79,14.15,-102.15,0.0,-204.89
175,366,32.44,-0.6,-6.29,-29.41,-443.0,-27.09,675.0,-73.54,1.5,-32.42,-231.63,-18.79,14.18,-102.29,0.0,-204.91
176,366,32.69,0.48,-6.08,-30.06,-443.19,-26.89,675.1,-73.54,1.51,-32.46,-231.84,-18.79,14.25,-102.3,0.0,-205.02
177,366,32.68,0.24,-5.96,-30.33,-443.21,-26.94,675.46,-73.57,1.53,-32.41,-231.9,-18.79,14.28,-102.35,0.0,-205.32
178,366,32.48,-0.45,-6.25,-30.48,-443.01,-26.97,675.66,-73.63,1.61,-32.44,-231.76,-18.79,14.37,-102.36,0.0,-205.68
179,366,31.61,-1.28,-6.69,-30.6,-443.34,-27.17,676.49,-73.7,1.65,-32.56,-231.93,-18.79,14.45,-102.45,0.0,-205.99
180,366,31.22,-1.07,-6.99,-31.03,-444.38,-27.03,677.76,-73.72,1.56,-32.77,-232.15,-18.78,14.12,-102.64,0.0,-206.35
181,366,31.43,1.3,-6.87,-31.02,-444.92,-27.1,678.36,-73.71,1.51,-33.17,-232.14,-18.78,14.05,-102.68,0.0,-206.35
182,366,31.16,0.01,-6.96,-29.69,-445.35,-26.21,678.11,-73.63,1.55,-33.3,-232.49,-18.78,14.03,-102.72,0.0,-206.54
183,366,31.13,1.81,-7.07,-29.92,-445.58,-26.61,678.81,-73.61,1.48,-33.19,-232.45,-18.8,13.78,-102.79,0.0,-206.62
184,366,30.52,2.27,-7.46,-29.83,-446.0,-26.66,679.62,-73.55,1.47,-33.31,-232.54,-18.8,13.7,-102.96,0.0,-206.97
185,366,30.85,1.83,-7.28,-28.59,-446.03,-26.27,679.87,-73.5,1.47,-33.33,-232.68,-18.8,13.87,-103.05,0.0,-207.58
186,366,30.59,0.87,-7.35,-29.7,-445.79,-26.87,680.35,-73.09,1.45,-33.19,-232.91,-18.8,13.83,-103.07,0.0,-207.7
187,366,30.82,0.59,-7.18,-30.07,-445.98,-27.05,680.76,-73.14,1.44,-33.02,-233.12,-18.85,13.78,-103.07,0.0,-207.74
188,366,30.78,0.58,-7.26,-29.96,-446.74,-27.37,682.23,-73.3,1.38,-33.05,-233.37,-18.85,13.61,-103.15,0.0,-208.12
189,365,30.83,1.2,-7.33,-29.56,-447.04,-26.89,681.95,-73.71,1.39,-33.12,-233.87,-18.75,13.38,-102.36,0.0,-208.02
190,365,30.76,-0.33,-7.42,-30.02,-447.67,-26.62,682.44,-74.07,1.35,-33.13,-233.98,-18.77,13.37,-102.43,0.0,-208.16
191,365,31.01,0.82,-7.22,-29.47,-447.85,-26.01,682.22,-74.12,1.32,-33.21,-234.0,-18.88,13.49,-102.44,0.0,-208.36
192,365,31.27,-0.11,-6.89,-30.07,-448.23,-26.53,683.79,-74.16,1.31,-33.15,-234.2,-18.93,13.36,-102.45,0.0,-209.05
193,365,30.95,-0.87,-7.16,-29.62,-448.55,-25.14,685.61,-74.05,1.36,-33.24,-234.48,-18.92,13.29,-102.51,0.0,-211.93
194,365,30.41,-0.77,-7.55,-29.12,-448.71,-24.41,685.59,-73.83,1.39,-33.01,-235.34,-18.92,13.58,-102.58,0.0,-212.48
195,365,30.74,0.98,-7.24,-29.47,-448.74,-24.53,686.02,-74.02,1.4,-32.51,-235.55,-18.92,13.49,-102.63,0.0,-212.76
196,365,30.6,-1.37,-7.27,-30.81,-448.36,-23.52,684.91,-74.08,1.44,-32.35,-235.38,-18.91,13.58,-102.65,0.0,-213.04
197,365,30.48,-0.23,-7.32,-29.71,-448.27,-24.32,686.15,-74.17,1.51,-32.14,-235.56,-18.91,13.67,-102.67,0.0,-213.56
198,365,30.71,0.67,-7.19,-28.9,-448.02,-25.13,687.28,-74.03,1.61,-32.18,-235.55,-18.9,13.78,-102.74,0.0,-214.14
199,365,30.35,0.58,-7.33,-29.17,-449.01,-24.7,688.6,-74.64,1.66,-32.37,-235.69,-18.89,13.89,-102.96,0.0,-214.9
200,365,30.45,0.13,-7.21,-29.5,-449.19,-25.15,689.81,-74.75,1.67,-32.34,-235.89,-18.92,14.03,-103.01,0.0,-215.47
201,365,31.03,-0.29,-6.83,-29.51,-449.19,-25.17,689.89,-74.68,1.74,-32.25,-236.05,-18.92,13.99,-103.02,0.0,-215.54
202,365,31.49,-0.08,-6.34,-30.04,-448.78,-24.39,688.7,-74.62,1.75,-32.05,-235.8,-18.91,13.94,-103.08,0.0,-215.54
203,365,31.32,-1.29,-6.61,-30.87,-447.92,-24.35,688.93,-74.75,1.74,-31.7,-235.27,-18.91,14.06,-103.1,0.0,-216.67
204,365,30.84,-0.92,-6.85,-31.71,-447.88,-24.55,689.37,-74.65,1.69,-31.36,-234.91,-18.91,14.11,-103.85,0.0,-216.95
205,365,31.43,-1.43,-6.47,-31.13,-447.97,-25.65,690.57,-74.68,1.79,-31.28,-234.86,-18.9,14.07,-104.09,0.0,-216.95
206,365,31.25,-1.54,-6.57,-31.05,-447.72,-25.53,690.21,-74.75,1.82,-31.09,-234.79,-18.9,14.15,-104.16,0.0,-216.97
207,365,31.67,-1.6,-6.26,-31.4,-447.81,-25.5,690.23,-74.98,1.8,-30.84,-234.95,-18.93,14.28,-104.2,0.0,-216.93
208,364,31.55,-0.51,-6.43,-31.12,-447.36,-23.11,687.87,-74.96,1.84,-30.81,-235.64,-18.94,14.39,-103.24,0.0,-217.4
209,364,31.16,-1.23,-6.6,-31.58,-447.31,-23.64,688.39,-74.92,1.88,-30.68,-235.67,-18.95,14.36,-103.33,0.0,-217.45
