day,count,ret_ipo_mean,ret_ipo_median,ret_close_mean,ret_close_median,기관,외국인총합계,개인,금융투자,보험,투신,사모펀드,은행,연기금,기타금융기관,국가_지자체,기타법인
83,387,39.04,9.2,-5.82,-21.83,-379.98,-32.26,616.47,-59.73,1.79,-19.22,-200.07,-18.29,11.94,-96.41,0.0,-204.23
84,387,39.86,11.81,-5.31,-22.13,-380.46,-30.79,615.95,-59.75,1.83,-19.3,-200.38,-18.28,12.09,-96.68,0.0,-204.7
85,387,39.88,10.54,-5.41,-22.34,-381.43,-30.27,616.88,-60.45,1.89,-19.26,-200.73,-18.28,12.2,-96.79,0.0,-205.18
86,387,40.3,12.76,-4.8,-22.46,-382.5,-29.9,618.03,-60.86,1.92,-19.6,-200.92,-18.28,12.22,-96.96,0.0,-205.63
87,387,40.3,13.0,-4.63,-21.05,-384.22,-31.44,622.09,-61.25,1.88,-19.78,-201.63,-18.27,12.19,-97.36,0.0,-206.44
88,387,40.01,14.11,-4.77,-22.38,-384.81,-31.09,623.25,-61.41,1.92,-19.67,-201.78,-18.26,12.08,-97.69,0.0,-207.35
89,387,40.09,12.38,-4.65,-21.58,-385.23,-30.66,623.61,-61.64,1.89,-19.57,-201.92,-18.26,12.1,-97.82,0.0,-207.72
90,387,40.0,13.82,-4.8,-20.94,-385.96,-30.25,624.26,-61.85,1.8,-19.24,-202.46,-18.25,11.97,-97.93,0.0,-208.05
91,387,39.76,14.11,-4.98,-19.98,-386.88,-30.56,625.87,-62.18,1.73,-19.21,-202.96,-18.26,12.1,-98.1,0.0,-208.44
92,387,40.94,14.08,-4.36,-21.5,-387.04,-30.8,626.55,-62.28,1.74,-19.14,-202.91,-18.26,12.12,-98.3,0.0,-208.72
93,387,39.95,12.0,-5.02,-21.92,-387.91,-31.36,628.24,-62.43,1.77,-19.12,-203.18,-18.28,12.14,-98.8,0.0,-208.98
